HUZ649701.90286	gi|1001942081|gb|131489-132374(+)
CHARM068_V1.1136	gi|89891904|gb|30457-30796(+)
HUZ621105.26991	gi|921957452|gb|34121-34331(-)
HMPREF0010_01608	gi|940328418|gb|28477-28912(+)
HUZ608549.8961	mge|2124.1|14949-15621(+)
2535596003	mge|2147.1|7400-7604(-)
2536312588	mge|2308.1|14044-14314(+)
HUZ612660.6950	mge|2368.1|21683-22022(+)
2512475832	mge|2468.1|27483-27966(-)
2536313844	mge|2556.1|16557-16896(+)
2512477008	mge|2695.1|34185-34572(-)
2512479996	mge|2368.1|27131-27857(+)
HUZ243262.5756	gi|258598076|gb|19781-21041(+)
644387795	mge|2720.1|23520-25164(+)
HMPREF0358_4647	gi|49523585|emb|33404-34790(+)
HUZ243260.5135	gi|215536964|gb|8662-13345(+)
HMPREF0358_1371	mge|2174.1|25418-26627(-)
2512479960	mge|2368.1|0-1971(-)
2530617957	mge|2695.1|15231-15576(-)
2512477034	mge|2655.1|20324-21827(-)
2512480832	gi|451939597|gb|24498-25779(-)
SRS023850.2951-T1-C	gi|89891904|gb|14870-15410(+)
2539555062	mge|2670.1|37763-38354(+)
HUZ619089.9266	gi|215536964|gb|37291-38419(+)
EM06W5D5.1399	gi|38731487|gb|24917-25328(+)
HMPREF9694_01001	gi|392505800|gb|34461-34857(+)
CHARM014_V1.1729	gi|215536964|gb|37291-38419(+)
414_050806.37060	gi|675218243|emb|31289-32438(+)
401_022506.6764	gi|921957854|gb|31559-32300(+)
HMPREF0010_02937	mge|2021.1|10105-10651(-)
HUZ621105.2299	gi|238804899|emb|18702-19002(+)
HUZ252644.59537	gi|921957892|gb|6630-6966(-)
2539555357	mge|2149.1|44577-44796(+)
414_050806.52817	mge|2293.1|19266-20172(-)
HUZ237575.36703	mge|2368.1|2754-3876(-)
2534281060	mge|2517.1|22585-22984(-)
HMPREF9689_01582	mge|2410.1|13179-14286(-)
HUZ612660.6945	mge|2368.1|11797-13054(+)
HUZ252644.30190	gi|238804899|emb|18129-18432(+)
EMO9W9D3.6825	gi|89891904|gb|3944-4097(+)
HMPREF0693_2758	gi|928543518|gb|40251-40554(-)
HMPREF9694_05553	gi|928543518|gb|40251-40554(-)
CHARM154_V1.3931	mge|2655.1|40268-40484(+)
SRS024428.1439-T1-C	gi|89891904|gb|11231-11762(+)
HMPREF9694_05339	mge|2327.1|516-1623(+)
2512477010	mge|2606.1|4924-5128(+)
2539552308	gi|62086028|gb|452-1712(+)
2546879446	mge|2719.1|11197-12967(+)
2534281046	gi|940328724|gb|42999-46446(+)
EMO9W9D3.5432	gi|564271183|gb|34963-35473(+)
CHARM068_V1.1141	gi|89891904|gb|34994-35495(+)
HUZ239360.25191	mge|2368.1|13635-14304(+)
646606977	mge|2124.1|21212-22733(+)
414_050806.52585	gi|118567976|gb|41057-41258(+)
HMP40_W6D2.46316	gi|402760677|gb|10288-12280(-)
HUZ616187.6322	mge|2124.1|0-1140(+)
AYAC06W6D6.2174	mge|2124.1|17483-17894(+)
HMPREF0358_4697	mge|2159.1|21194-21350(+)
EM10W6D7.1756	mge|2606.1|15079-16357(+)
2536313820	mge|2656.1|36621-36966(-)
CHARM148_V2.6238	mge|2753.1|12708-14082(-)
2512475183	gi|402760744|gb|8135-9365(-)
646606651	gi|169260705|gb|39194-40097(+)
2539555709	gi|525334607|gb|9-474(+)
HMPREF9694_00978	mge|2193.1|43194-43668(+)
HMPREF0358_2232	mge|2647.1|15075-16158(-)
SRS011269.3126-T1-C	mge|2124.1|14949-15621(+)
414_050806.62199	gi|118567976|gb|30889-31351(-)
HMPREF0358_2599	mge|2471.1|22602-22914(-)
651137776	gi|38731487|gb|37172-37433(+)
HMPREF9689_03901	gi|675218243|emb|107490-108189(-)
2536312239	mge|2631.1|7482-8472(+)
2512475833	gi|699753118|gb|8526-9201(+)
HUZ621105.15790	gi|238558566|gb|9004-9421(+)
HMPREF0010_01627	gi|940328724|gb|27841-28060(+)
HMPREF9689_01289	mge|2155.1|16492-18775(-)
HUZ252644.45629	gi|238804899|emb|29524-30529(+)
HUZ612660.3303	gi|921957946|gb|32593-33634(-)
651115767	mge|2739.1|18845-20198(-)
HMPREF0358_3087	gi|404074285|gb|24267-24426(-)
2512480045	mge|2033.1|3151-3310(+)
HUZ268380.4387	mge|2124.1|0-1140(+)
HUZ649837.4564	gi|215536964|gb|20807-21929(+)
CHARM068_V1.1143	gi|89891904|gb|36075-36354(+)
2512479990	mge|2368.1|22014-22383(+)
HUZ612660.6949	mge|2368.1|22014-22383(+)
HUZ252644.16685	mge|2489.1|27605-27974(+)
HMPREF0010_01625	mge|2517.1|22985-23354(-)
CHARM018_V2.66307	gi|190014409|emb|8333-9146(+)
CHARM020_V2.4310	gi|215536964|gb|630-2535(+)
HUZ237575.33071	gi|451939597|gb|11872-12595(-)
HUZ237575.14398	gi|921957892|gb|534-750(-)
HMPREF9694_00988	mge|2193.1|34012-34225(+)
414_050806.33116	mge|2428.1|7439-9056(-)
2512475850	mge|2656.1|16570-17152(-)
2530617937	mge|2694.1|7940-9524(+)
HUZ612660.1527	gi|921957998|gb|24970-25342(-)
HMPREF9694_00994	mge|2193.1|27066-28071(+)
HMPREF0358_1311	mge|2521.1|0-2016(-)
2536313849	mge|2556.1|19763-20984(+)
2539555080	gi|118567976|gb|41967-42393(+)
401_022506.4260	gi|339293023|gb|32514-32886(+)
646637918	mge|2513.1|38758-38920(-)
648681067	mge|2762.1|5917-6241(+)
VM031.1409	gi|5730257|emb|40824-41040(+)
HMPREF0358_4683	gi|946713414|dbj|6704-6920(-)
642722219	mge|2575.1|6427-6676(+)
HMPREF0358_3094	mge|2699.1|2002-2644(-)
644387739	mge|2721.1|5450-5666(+)
HUZ243262.3647	gi|157326719|gb|11433-12183(-)
2512480812	mge|2368.1|31192-32641(+)
2536313855	gi|402760744|gb|35047-35425(-)
EM10W6D7.1755	gi|119104284|gb|15003-15498(+)
644387757	gi|258598076|gb|37808-38294(+)
HMPREF9512_00112	gi|258598076|gb|19781-21041(+)
644387730	mge|2721.1|1663-2257(-)
2531199182	mge|2368.1|27856-30772(+)
SRS020349.1411-T1-C	gi|428670858|emb|21567-22689(+)
HUZ643591.14461	gi|451939597|gb|21618-23211(-)
648315479	gi|62086016|gb|8029-8302(+)
HUZ239360.52493	gi|946713800|dbj|43181-44720(-)
HUZ616187.4857	mge|2124.1|1141-1693(+)
HUZ621105.6333	mge|2368.1|22391-22718(+)
2520352783	mge|2600.1|6425-6884(-)
2531199215	mge|2657.1|7507-7780(+)
HUZ619089.25403	mge|2754.1|21768-22845(+)
VM031.1394	gi|5730257|emb|22244-23438(+)
HUZ612660.1517	gi|190014409|emb|20981-21854(+)
401_022506.3075	gi|238804899|emb|5008-5881(+)
HUZ268380.3889	mge|2124.1|6867-8220(+)
EM06W5D5.4275	mge|2540.1|25256-27629(+)
SRS011269.3129-T1-C	mge|2124.1|17113-17497(+)
2531199338	mge|2368.1|9678-10716(+)
HMPREF0514_10973	gi|169260705|gb|3955-4285(+)
HUZ252644.54913	mge|2630.1|7658-8420(+)
HUZ268380.6868	mge|2124.1|9868-11095(+)
HMPREF0358_4671	mge|2540.1|2093-2915(+)
2512479860	mge|2609.1|29646-29922(-)
648815797	mge|2609.1|29646-29922(-)
HMP40_W6D2.24123	mge|2368.1|9678-10716(+)
HMPREF9689_05611	mge|2398.1|8626-11476(+)
CHARM120_V2.4443	gi|215536964|gb|30167-30500(+)
CHARM018_V2.60750	gi|339293023|gb|32081-32510(+)
HUZ237575.32126	gi|921957707|gb|38153-38939(+)
SRS023850.2091-T1-C	mge|2123.1|2828-3161(+)
HUZ252644.57472	mge|2631.1|12393-13158(+)
HMPREF1341_01823	gi|270209418|gb|6355-7297(+)
414_050806.39981	gi|215260398|gb|37716-39573(+)
401_022506.4930	gi|238804899|emb|7090-7582(+)
HUZ648375.20640	mge|2645.1|14952-16194(-)
VM063.6697	mge|2755.1|27785-28976(-)
2512475197	mge|2631.1|21882-22548(+)
HUZ252644.49481	gi|50261575|gb|15727-17683(-)
LBGG_01960	gi|5730257|emb|33776-34520(+)
414_050806.61165	mge|2111.1|31765-32161(+)
LBGG_02161	mge|2123.1|1637-1862(+)
2539990901	gi|169260705|gb|12380-12884(+)
2530617954	mge|2606.1|20549-21437(+)
HMPREF9689_05512	gi|946713800|dbj|52170-53010(+)
2536314127	mge|2655.1|0-1335(-)
SRS011269.3127-T1-C	mge|2124.1|15640-16819(+)
EM10W6D7.2107	mge|2308.1|36910-37246(+)
651115757	mge|2739.1|14313-14652(-)
651137742	gi|38731487|gb|9209-9944(+)
2535594349	gi|62086028|gb|28014-28803(-)
2539555055	gi|62086027|gb|27948-28176(+)
HMPREF9512_00935	mge|2721.1|12754-12982(+)
414_050806.2991	mge|2262.1|35983-36268(-)
2534279410	mge|2661.1|39381-40680(-)
2534279787	mge|2662.1|47120-47405(+)
644387771	mge|2720.1|5502-6747(+)
645251835	mge|2574.1|0-846(+)
HUZ252644.48901	gi|50261575|gb|6839-8255(-)
HUZ237584.409	gi|215536964|gb|13331-14072(+)
HUZ420220.3905	gi|215536964|gb|32009-32822(+)
HUZ252644.31565	gi|921957854|gb|10316-13067(-)
2546878497	gi|270209279|gb|4888-5062(+)
HUZ612660.3298	gi|38638842|emb|12406-12922(+)
2534281055	gi|940328418|gb|42302-42818(+)
HMPREF9689_01580	mge|2327.1|2303-3674(+)
414_050806.53740	mge|2398.1|8626-11476(+)
2512480813	mge|2368.1|27856-30772(+)
414_050806.2982	mge|2262.1|32362-32881(-)
646606307	gi|38731416|gb|4471-4876(-)
2536313854	gi|402760744|gb|35421-35769(-)
HUZ239360.39699	gi|451939597|gb|19150-19846(-)
HUZ621105.4256	gi|921957373|gb|25619-26408(-)
2512477062	gi|124389331|gb|34839-35592(+)
HUZ239360.47228	gi|451939597|gb|30944-32321(-)
HMPREF0358_2585	mge|2471.1|11675-11909(-)
HUZ243261.2283	gi|215536964|gb|3810-5658(+)
CHARM018_V2.61055	gi|440584872|emb|42800-43256(+)
HMPREF9689_05493	gi|523473840|gb|39322-39763(-)
651114921	gi|89212740|gb|4945-5122(+)
SRS055298.3652-T1-C	mge|2124.1|9868-11095(+)
648316722	mge|2430.1|15246-15423(+)
HMPREF0358_4637	mge|2543.1|8617-9316(-)
648316533	gi|62086016|gb|14080-14722(+)
HMPREF0010_01609	mge|2662.1|29741-30383(-)
HUZ239360.61895	gi|451939597|gb|27858-28320(-)
HUZ621105.14098	gi|694818060|gb|30735-31665(+)
2536313846	mge|2556.1|17549-19304(+)
LBGG_00369	gi|169260705|gb|10075-10432(+)
401_022506.10078	gi|339293023|gb|2865-4911(+)
HUZ243262.14961	gi|38638842|emb|28355-29669(+)
HUZ243262.14880	gi|38638842|emb|30762-33009(+)
HUZ648375.21303	gi|404074285|gb|13254-14334(+)
CHARM144_V2.43955	gi|451939597|gb|23207-23681(-)
648316719	gi|456174244|gb|39668-39905(+)
651116034	gi|89212584|gb|33119-33356(+)
CHARM018_V2.60427	mge|2693.1|7018130-7019645(-)
HUZ616187.4268	mge|2755.1|45384-45858(+)
648679919	mge|2761.1|3249-4425(+)
644351784	gi|270209543|gb|20025-21309(+)
CHARM014_V1.1727	gi|215536964|gb|35843-36317(+)
645253996	mge|2574.1|2197-2671(-)
HUZ612660.21423	gi|238804899|emb|30631-30811(-)
HMPREF0358_4659	gi|49523585|emb|24327-24861(+)
HMPREF9694_01629	mge|2477.1|3939-4296(-)
HUZ237584.362	gi|215536964|gb|37291-38419(+)
HMPREF0010_01618	gi|940328724|gb|24603-25554(+)
651116166	mge|2738.1|4755-4995(-)
401_022506.2881	gi|238804899|emb|18702-19002(+)
SRS023850.2445-T1-C	gi|564271183|gb|22690-24046(+)
644387769	mge|2720.1|2659-4096(+)
HUZ239711.3382	gi|169260705|gb|22979-23342(+)
HUZ243262.3640	gi|365189224|dbj|2297-2780(+)
AYAC06W6D6.2184	mge|2124.1|9326-9869(+)
HUZ648375.10409	mge|2314.1|6012-6555(-)
HUZ237575.35719	mge|2368.1|18227-19517(+)
2512479972	mge|2368.1|9678-10716(+)
HUZ616187.6940	mge|2753.1|27868-29098(-)
646637636	mge|2121.1|3604-5062(+)
HUZ648375.21998	gi|675218243|emb|31289-32438(+)
401_022506.6233	gi|921957854|gb|9597-10320(-)
414_050806.9561	mge|2147.1|0-573(-)
414_050806.47992	mge|2149.1|14733-17946(-)
VM021.5425	mge|2753.1|15364-16942(-)
2536311925	mge|2369.1|34754-36086(+)
HUZ239360.45722	gi|451939597|gb|6730-7099(-)
2531199092	mge|2369.1|3683-3869(+)
HMPREF0358_2575	mge|2471.1|4341-5445(-)
CHARM180_V2.29714	mge|2489.1|27605-27974(+)
644387734	mge|2721.1|4059-4245(+)
651137766	gi|38731487|gb|22789-23098(+)
2531199127	mge|2609.1|13694-14003(-)
644321107	mge|2755.1|0-1383(-)
414_050806.3009	mge|2262.1|50141-50879(-)
HUZ621603.1449	gi|215536964|gb|7159-7789(+)
HUZ243262.13565	gi|451939597|gb|17666-17927(-)
HUZ621105.21539	gi|694818060|gb|7687-8437(+)
SRS023850.717-T1-C	gi|89891904|gb|32879-34955(+)
HUZ621105.15830	gi|921957892|gb|2072-2864(+)
2512479968	mge|2368.1|7419-8796(+)
CHARM068_V1.1126	gi|169260705|gb|23338-23773(+)
647363859	gi|89891904|gb|21630-22065(+)
EM10W6D7.3190	mge|2369.1|3947-4259(+)
VM018.8956	mge|2753.1|27868-29098(-)
642722215	mge|2573.1|4228-4609(+)
650433066	mge|2657.1|20094-20967(-)
HMPREF9694_05337	mge|2327.1|2303-3674(+)
2536314129	gi|402760744|gb|21046-21301(-)
HUZ237575.8841	gi|921957892|gb|22981-23233(-)
CHARM126_V1.34632	gi|807197662|gb|4947-5655(-)
HMPREF9689_01585	mge|2410.1|15635-16886(+)
HUZ243262.3643	gi|365189246|dbj|6489-7929(-)
2512475104	gi|124389331|gb|34839-35592(+)
CHARM068_V1.1113	gi|169260705|gb|12380-12884(+)
401_022506.6948	gi|921957892|gb|38801-39566(-)
HUZ621105.3760	mge|2368.1|18227-19517(+)
414_050806.42422	gi|1001941806|gb|27262-28639(-)
VM264.5125	gi|451939597|gb|24177-24426(-)
HUZ621105.2312	gi|723007181|gb|18658-18850(-)
401_022506.5292	gi|921957373|gb|23319-24402(-)
HUZ252644.52441	gi|921957452|gb|25728-26046(-)
CHARM154_V1.4235	mge|2368.1|22720-23290(+)
2520353408	mge|2474.1|0-279(+)
645253979	mge|2575.1|6427-6676(+)
2534279112	mge|2661.1|37109-37652(+)
650244414	mge|2753.1|15364-16942(-)
EM12W4D3.1189	gi|215536964|gb|8662-13345(+)
HUZ621105.17219	mge|2368.1|9678-10716(+)
650088524	mge|2693.1|6543911-6545102(+)
CHARM018_V2.47714	gi|323481889|gb|2159-3062(+)
2512475188	mge|2486.1|9975-10296(+)
414_050806.40520	mge|2149.1|25054-26320(-)
648315472	mge|2121.1|6007-6649(+)
414_050806.55173	gi|392494233|gb|8997-12102(+)
2512477012	mge|2695.1|32294-33449(-)
HUZ237575.40074	gi|451939597|gb|17926-19132(-)
401_022506.11013	gi|339293023|gb|2865-4911(+)
HUZ252644.54733	gi|451939597|gb|19150-19846(-)
HMPREF9694_01018	mge|2193.1|12270-13158(+)
2539990924	gi|38731487|gb|37172-37433(+)
HUZ239360.41777	gi|451939597|gb|12591-15450(-)
647363875	gi|564271183|gb|34963-35473(+)
2534279790	gi|768216015|gb|9711-10671(-)
HMPREF0010_02390	gi|940328724|gb|9967-10744(+)
HUZ237575.40199	mge|2751.1|10355-10976(+)
648681072	mge|2762.1|8035-8425(+)
HUZ621105.1706	mge|2489.1|30726-31827(+)
HUZ239360.42881	gi|451939597|gb|12591-15450(-)
HUZ237575.14167	mge|2368.1|9678-10716(+)
CHARM066_V2.55268	mge|2153.1|13665-14253(-)
651116168	mge|2134.1|4698-5034(-)
648681061	mge|2762.1|0-327(+)
HUZ243262.9795	gi|921957601|gb|37116-37905(+)
EM06W5D5.2904	mge|2540.1|27696-28296(+)
HUZ621105.14475	gi|258598076|gb|19781-21041(+)
HMPREF9694_00993	mge|2193.1|28048-29353(+)
2536312583	mge|2486.1|6986-7445(+)
429_091606.2282	gi|215536964|gb|30167-30500(+)
2534281052	gi|768216015|gb|42580-42910(+)
414_050806.3015	mge|2262.1|78520-78850(+)
CHARM068_V1.2368	mge|2124.1|21212-22733(+)
HUZ239360.43692	gi|451939597|gb|11872-12595(-)
EMO9W9D3.7678	gi|564271183|gb|9548-10010(+)
HMPREF0514_10965	gi|564271183|gb|9548-10010(+)
414_050806.2985	mge|2262.1|33840-34566(-)
HUZ239360.29056	mge|2368.1|27131-27857(+)
AYAC05W6D2.4746	gi|215536964|gb|8662-13345(+)
HUZ239360.43693	gi|451939597|gb|12591-15450(-)
2512480001	mge|2368.1|32658-33057(+)
CHARM066_V2.40938	mge|2468.1|34356-35250(+)
HMPREF9512_00957	mge|2720.1|4118-5513(+)
HUZ621105.6584	gi|921957409|gb|13977-15447(-)
HMPREF0010_01596	gi|940328418|gb|24405-25206(+)
EMO9W9D3.6822	mge|2123.1|1894-2230(+)
414_050806.2941	mge|2262.1|4588-5191(-)
HMPREF0528_0811	mge|2124.1|21212-22733(+)
VM021.2581	mge|2753.1|27129-27867(-)
2512479981	gi|451939597|gb|23207-23681(-)
HUZ616187.6267	mge|2124.1|13687-14953(+)
AYAC06W6D6.2178	mge|2124.1|14949-15621(+)
651115575	gi|12831080|gb|4185-5655(+)
HUZ237575.13454	mge|2368.1|4588-6874(+)
2536311419	gi|402760744|gb|14600-15350(+)
HMPREF0358_4636	mge|2413.1|7220-7964(-)
LBGG_01964	gi|5730257|emb|22244-23438(+)
SRS024428.1432-T1-C	gi|564271183|gb|16021-17434(+)
2531199332	gi|451939597|gb|23207-23681(-)
HUZ243262.20561	gi|38638842|emb|9915-10095(+)
2512475185	mge|2556.1|9895-10708(+)
HUZ243262.379	mge|2722.1|3771-4044(+)
HUZ243262.365	gi|270209610|gb|9494-11456(+)
414_050806.2938	mge|2262.1|3285-4032(-)
648681075	mge|2762.1|12449-13265(+)
AYAC05W6D2.5875	gi|215536964|gb|8662-13345(+)
2512475170	gi|402760744|gb|12671-12887(-)
SRS011269.3255-T1-C	gi|38731487|gb|17718-19218(+)
HUZ243260.4745	gi|215536964|gb|8662-13345(+)
HUZ239360.41793	gi|928543518|gb|40251-40554(-)
2522075616	mge|2609.1|29646-29922(-)
HMPREF0010_01629	gi|401824227|gb|21924-22278(+)
2520355467	mge|2327.1|2303-3674(+)
HUZ237575.34143	gi|451939597|gb|15632-16052(-)
646290907	mge|2124.1|1141-1693(+)
HMPREF0358_3044	gi|921956262|gb|18381-19140(-)
2534281071	mge|2662.1|25242-26346(-)
AYAC05W3D7.2659	gi|215536964|gb|8662-13345(+)
646290886	mge|2124.1|21212-22733(+)
HUZ239360.30093	gi|451939597|gb|35925-37047(+)
AYAC06W6D6.2176	mge|2124.1|16835-17114(+)
VM319.73442	mge|2540.1|1722-2097(+)
HMPREF9689_05418	mge|2313.1|12417-13611(-)
HMPREF0010_03106	mge|2661.1|15066-16593(+)
HUZ619089.22645	mge|2754.1|16808-18104(+)
HUZ612660.16615	mge|2368.1|9678-10716(+)
401_022506.2882	gi|238804899|emb|18434-18716(+)
414_050806.2971	mge|2262.1|26329-26890(+)
HUZ621105.2277	gi|238804899|emb|7090-7582(+)
2520353657	mge|2096.1|16478-16970(+)
HUZ621105.4257	gi|238804899|emb|4775-4988(+)
HMPREF9514_01545	gi|270209279|gb|8989-9415(+)
HUZ243262.9004	gi|38638842|emb|27295-27787(+)
HUZ243262.10304	gi|73747015|gb|11815-12103(+)
648316743	gi|62086021|gb|17842-19666(+)
HMPREF0358_4653	gi|946713800|dbj|27319-27883(+)
2534281058	gi|401824227|gb|21924-22278(+)
2512475839	mge|2656.1|21757-23236(-)
HUZ648419.4257	gi|215536964|gb|37291-38419(+)
HUZ243262.18347	gi|38638842|emb|9666-9810(+)
HMP40_W1D2.2740	gi|38731487|gb|9933-10218(+)
647234266	gi|725097064|gb|52322-52697(+)
HUZ621105.4945	gi|921957998|gb|34561-34705(-)
HUZ619089.15182	mge|2124.1|17483-17894(+)
2539990906	gi|38731487|gb|16428-17703(+)
AYAC06W6D6.113	gi|5730257|emb|25658-26015(+)
2512479992	mge|2368.1|22720-23290(+)
429_091606.2001	gi|215536964|gb|8662-13345(+)
SRS047335.3158-T1-C	gi|5730257|emb|40824-41040(+)
642721422	mge|2574.1|21738-22023(-)
2512475167	mge|2655.1|40268-40484(+)
401_022506.3548	gi|339293023|gb|34169-36491(+)
HMPREF9694_05552	gi|550163673|gb|24552-25725(+)
SRS015225.2841-T1-C	gi|5730257|emb|22244-23438(+)
646637644	mge|2651.1|0-1221(-)
CHARM068_V1.1138	gi|564271183|gb|31041-32193(+)
401_022506.6036	gi|238804899|emb|20964-23979(+)
HMP40_W3D6.10343	gi|735998439|gb|115638-115785(+)
HUZ621105.13402	gi|921957707|gb|1413-1830(-)
414_050806.50518	mge|2407.1|26474-29888(+)
HUZ648375.15726	mge|2410.1|15635-16886(+)
2531199183	mge|2368.1|27131-27857(+)
2534279408	mge|2662.1|0-651(+)
651137764	gi|38731487|gb|21335-21701(+)
651137772	gi|38731487|gb|25420-25714(+)
HUZ621105.16458	mge|2631.1|9973-10486(+)
AYAC05W3D7.2682	gi|215536964|gb|26296-26956(-)
651137754	gi|38731416|gb|12332-12773(+)
HUZ619089.17404	mge|2754.1|21768-22845(+)
HUZ606396.4815	gi|215536964|gb|630-2535(+)
HUZ237575.38475	gi|451939597|gb|16967-17336(-)
HUZ237575.33307	mge|2368.1|22014-22383(+)
2534281061	mge|2517.1|22985-23354(-)
401_022506.5958	gi|29144867|gb|34202-34721(+)
SRS015225.839-T1-C	gi|5730257|emb|26841-27555(+)
HMPREF0358_2580	mge|2471.1|7717-8602(-)
2512475823	mge|2656.1|37564-37714(-)
2512475186	mge|2487.1|10424-11900(+)
2534281067	gi|401824227|gb|19028-19694(+)
HMPREF1343_00481	gi|270209543|gb|37794-38031(+)
HUZ237575.24397	gi|451939597|gb|21618-23211(-)
HMPREF9689_05638	mge|2158.1|17539-18712(-)
HUZ612660.7157	mge|2368.1|24015-27135(+)
CHARM014_V1.1737	gi|215536964|gb|5678-5978(+)
HMPREF0514_10971	mge|2123.1|4026-4839(+)
EM06W5D5.346	gi|5730257|emb|19736-20186(+)
429_091606.2593	gi|215536964|gb|20807-21929(+)
HMPREF0514_10974	gi|169260705|gb|3757-3910(+)
LBGG_02165	gi|169260705|gb|3757-3910(+)
HUZ621105.2294	gi|238804899|emb|15184-16387(+)
HUZ621105.14299	gi|38638842|emb|14856-15354(+)
651114932	gi|89212636|gb|11676-11829(+)
2535595820	gi|937264049|gb|71294-71672(-)
HUZ613213.15126	mge|2693.1|568358-569483(-)
HMPREF9508_02811	gi|953700706|gb|5977-6658(+)
HMPREF0010_02942	mge|2517.1|0-1398(+)
HUZ237575.45991	gi|194021541|gb|331-1423(+)
HUZ252644.53882	gi|451939597|gb|30944-32321(-)
HMPREF0010_00015	mge|2517.1|4606-4996(-)
401_022506.5776	gi|339293023|gb|36462-39135(+)
2520353368	mge|2155.1|16492-18775(-)
HUZ619089.18751	mge|2124.1|17113-17497(+)
HUZ252644.59433	gi|238558566|gb|10035-11340(+)
414_050806.31542	gi|375281968|gb|11722-12202(+)
648317657	gi|910307195|gb|341-2033(+)
HUZ643591.14665	mge|2368.1|9678-10716(+)
SRS011269.3254-T1-C	gi|38731487|gb|19441-20524(+)
AYAC05W6D2.3121	gi|215536964|gb|38415-38892(+)
644321318	mge|2124.1|9326-9869(+)
HMP40_W6D2.15071	gi|402760744|gb|24139-27862(-)
2536312230	mge|2308.1|14316-14649(+)
HUZ237575.23807	mge|2368.1|19509-20208(+)
HUZ252644.53155	gi|921957854|gb|10316-13067(-)
2534279415	mge|2517.1|4606-4996(-)
2512475828	mge|2656.1|35521-35935(-)
2512479966	mge|2368.1|4588-6874(+)
2520353402	mge|2475.1|25909-27301(+)
2522076871	gi|451939597|gb|3320-4556(-)
414_050806.54689	gi|392494233|gb|13069-14926(+)
CHARM066_V2.33375	gi|402760744|gb|13676-13835(-)
2539552299	gi|62086028|gb|39415-39886(+)
401_022506.5688	gi|723007181|gb|25706-26477(+)
401_022506.6006	gi|921957854|gb|13343-13763(-)
HUZ621105.15579	gi|921957854|gb|27350-27509(-)
HMPREF0514_10972	mge|2123.1|3160-4021(+)
637625826	mge|2124.1|13687-14953(+)
2512475168	mge|2308.1|3648-3807(+)
CHARM154_V1.7239	mge|2368.1|9678-10716(+)
414_050806.18729	mge|2428.1|16463-16700(+)
2512477036	mge|2655.1|18208-18523(-)
HUZ243262.20143	mge|2722.1|32056-33142(+)
651116158	mge|2738.1|7589-8141(+)
2512480829	gi|451939597|gb|23207-23681(-)
HUZ237575.24398	gi|451939597|gb|23207-23681(-)
HMPREF0010_01599	gi|940328571|gb|10772-11168(+)
CHARM126_V2.7894	mge|2124.1|19512-21174(+)
401_022506.3573	gi|238804899|emb|15184-16387(+)
648315475	gi|62086016|gb|9055-9925(+)
647363873	gi|564271183|gb|32755-34924(+)
2520355469	mge|2327.1|516-1623(+)
651115796	gi|26005521|emb|29573-29813(+)
HMPREF0010_01626	gi|940328724|gb|27441-27840(+)
648679927	mge|2761.1|8512-8911(+)
SRS024428.1419-T1-C	gi|564271183|gb|25195-28606(+)
CHARM068_V1.1122	gi|169260705|gb|20951-21509(+)
HMPREF0514_10941	gi|564271183|gb|25195-28606(+)
HMP40_W3D6.10828	gi|735998439|gb|121337-121922(-)
HUZ252644.40343	gi|921957373|gb|27388-28105(-)
401_022506.5497	gi|921957854|gb|15891-17064(-)
HUZ612660.3309	gi|921957946|gb|35604-35766(-)
HMPREF0528_1494	gi|38731416|gb|24801-29436(+)
414_050806.40519	mge|2149.1|23617-25054(-)
HUZ649701.94071	mge|2693.1|7897821-7899465(-)
HUZ239360.65026	mge|2715.1|4146-5703(+)
2512477013	mge|2606.1|6685-7249(+)
401_022506.2879	gi|238804899|emb|19342-19666(+)
HMPREF0010_01582	gi|940328571|gb|4670-4994(-)
648679922	mge|2761.1|6322-6646(+)
CHARM066_V2.53818	mge|2243.1|9914-10517(-)
HMPREF0528_1503	gi|38731416|gb|20507-21074(+)
648681071	mge|2762.1|7388-8039(+)
651115784	gi|21954650|gb|7370-7538(+)
HUZ621105.2928	gi|402760744|gb|14600-15350(+)
648315476	gi|62086016|gb|8664-8991(+)
2512475189	mge|2487.1|12875-13232(+)
650433061	mge|2657.1|14361-16890(-)
651137771	gi|38731487|gb|24917-25328(+)
HUZ252644.34664	gi|238804899|emb|16370-16961(+)
HUZ252644.57683	gi|238804899|emb|23972-24695(+)
2539552315	gi|62086028|gb|6194-6530(+)
HMPREF0514_10955	gi|564271183|gb|14801-16031(+)
647234258	gi|520957421|emb|51411-51714(+)
EMO9W9D3.7625	gi|5730257|emb|4796-5045(-)
VM063.7987	gi|946713663|dbj|34463-34733(+)
644320431	gi|921956262|gb|38637-39351(+)
414_050806.37069	mge|2149.1|19836-20250(-)
2512477020	gi|119104284|gb|13730-13898(+)
HUZ243262.9005	gi|38638842|emb|26951-27299(+)
HMPREF9512_00942	gi|694818060|gb|11765-11933(+)
2512480049	gi|402760677|gb|1837-2749(-)
HUZ243262.16391	gi|62086016|gb|13016-13820(+)
HUZ621105.15580	gi|921957373|gb|24709-25480(-)
HMP40_W1D2.1167	gi|89891904|gb|16601-18014(+)
429_091606.2285	gi|215536964|gb|30839-31589(+)
HUZ621105.2286	gi|238804899|emb|10163-10415(+)
EM06W5D5.1390	gi|38731487|gb|19441-20524(+)
